id,news_url,title,tweet_ids
312,https://aosfatos.org/noticias/papa-francisco-nao-enviou-terco-lula-vaticano-desmente-boato/,"Papa envia terço a Lula, preso político há 67 dias.",1007432555786915840	1006913941988143104	1006559488009220096	1006558600242847744	1006550662111531008	1006548247651999744	1006407394962927616	1006393778716987392	1006371481885052928	1006366913646284800	1006335712386576385	1006326999063957505	1006320893751103489	1006318135404875777	1006305993754435584	1006305669069361152	1006303491864891392	1006302277651615746	1006302029407453184	1006299339696697344	1006294424064798720	1006289218463657984	1006287375423692801	1006286359122804737	1006285878392754176	1006285482400014336	1006283086299062277	1006281070717923329	1006280489055989761	1006278228972130305	1006277956656918531	1006277874314350596	1006276384380129280	1006275977281003520	1006275270804934657	1006273613492826112	1006272726712143879	1006270978714947585	1006270873454735367	1006270311032123393	1006270173056196608	1006269960845512705	1006269348732956674	1006268643427090435	1006267597992677376	1006267274544799758	1006267110081859591	1006265864830808065	1006265373925236736	1006264405074546692	1006264137528369152	1006263771369803776	1006262754825658368	1006262571060613121	1006262400004382727	1006262228385959937	1006261446949384202	1006261126647164928	1006261050503847939	1006260066440400897	1006256408139124736
488,https://apublica.org/2017/05/truco-pai-de-primo-de-aecio-confirma-desabafo-ele-nao-honra-a-memoria-do-pai-e-do-avo/,"Aécio: Meu filho Frederico Pacheco de Medeiros está preso por causa de sua lealdade a você, seu primo.",867445753899347975	867189021591699456	866997078182035456	866777535312482304	866765535014465540	866734661220872194	866725031677747200	866721826663268353
559,https://piaui.folha.uol.com.br/lupa/2019/07/11/verificamos-previdencia-rede/,"... Reforma da Previdência: homens - 65 anos, mulheres - 62 anos",1257114229200617472	1247620743854088193	1244605417419952133	1239552354166419457	1239537298896805888	1234907014595317765	1234585007143968768	1229008218640306176	1224299086611959810	1215225948389462016	1212861968320737281	1206739046229254145	1204728194471014401	1204465238617276427	1203645585208872960	1201674313839075328	1200148060615168000	1199738434434347008	1197942684868104196	1197514395460521984	1196933466568450054	1196548942474993669	1195041915525324800	1194374390097620993	1194208214797242368	1194028567761428483	1190327644061151235	1187380581589499906	1187379332974612480	1187369832519553024	1187094591025143809	1187042242571198466	1187042105698463744	1187041979659624448	1187041830925488129	1187039170834948096	1187031676830003201	1187025006343135237	1187021610168901639	1186998592571088897	1186990024245633026	1186948203842809856	1186801931555168256	1186783388692373505	1186781065152733184	1186780882620825602	1186777857277734912	1186620944581906433	1183684043260465152	1181941160929103876	1181406335377838080	1179503229538840577	1179439692321902593	1179362223539523585	1179235593487826944	1179216173960957952	1179194653037473797	1179077345182978049	1179076243075059715	1175821040947216384	1169659542193487872	1169650139851628544	1169392276746973184	1163991845841657856	1162043915488452608	1161009761128783873	1160041727010512896	1159940553435426816	1159464453462798337	1159088706277560321	1159088600736292864	1159088495639584769	1159088373404983297	1159088277154086913	1154186178427523073	1152524476061560833	1151188088036700161	1150774271049965568	1150481601991720960	1150225321460785152	1149837347372052480	1149804753913860096	1149773805289693190	1149609021483020290	1149573197106335745	1149452375670820864	1149424026529521665	1149408515741687809	1149375270740275201	1149328902956957697	1149328774485413889	1149328398168330246	1149133579806531584	1149124292933763072	1149105361858768897	1149027288471810048	1148784515403395072	1147222659681460224	1146849534183727104	1146737846281211904	1143892361291939840	1142401148952940544	1140978304482254848	1140976779760427014	1140655703138476032	1139244550373990400	1139226689353998339	1139221784752992257	1139130795262656514	1139130325643276288	1138224718421647360	1137953627283369986	1136755274407170048	1136342659893792768	1136323615073476609	1135909900486230019	1133383375966953472	1130616667413843969	1127968181031772160	1125524282157740032	1124254968477831168	1123295616136810496	1121779395633524737	1121467991701454850	1121219226419847168	1120842768610406406	1120468953686474752	1119742568907059206	1118534550190034944	1118149692410466305	1117867050951532544	1116707012870639622	1116706700147478528	1116295150840569857	1116038605149999104	1115983070392455176	1115706806406455296	1115609068759060480	1115599786856423425	1115406192657014786	1115326290268127232	1115273778387410944	1113815301735571459	1113464747389796353	1113464396829929473	1112363139633500161	1111666318971949056	1111047798747815936	1110566605593939968	1109887332579229696	1109820566876364801	1109250286017761280	1109218308014948352	1109169120291905536	1109074810569543680	1108727758308474880	1108721879806808064	1107739774222241792	1107626580598243331	1107618127733501952	1107386661778980866	1107360741361889281	1107130642758799360	1107114284419596291	1107113550810701824	1107090090076106752	1107066899861553152	1106718868335140864	1105806978092285952	1105180825937694720	1105180737874083841	1104195842913828864	1103978646530936832	1103336336537333760	1102983470559739907	1102623382959472640	1102529906615992320	1102367689270546432	1102274466783129601	1101506625221861376	1101498781282062338	1101498195908198401	1101470990750674945	1101447483970871296	1101280526214856704	1101193164919066624	1101107496763174912	1101089831784984576	1100497564351283200	1100432851336654848	1100396618933813248	1100212875635974146	1100197646201966594	1100142261529124866	1100122277176320003	1100025901570498560	1099981496318861313	1099597092874526725	1099485829561487360	1099283815703498753	1099029813606531073	1099028459119095808	1098978861059063810	1098964408804524033	1098949903739432960	1098747446476324864	1098718783642968067	1098718710565613568	1098718579392999424	1098684126415257600	1098666024633815040	1098639555685695488	1098606244879912961	1098603384112889857	1098593842918555650	1098585654504681472	1098579915031617540	1098573300727451648	1098566902895529986	1098566852735913985	1098566797119447040	1098566660175396865	1098565334221627394	1098563720026804224	1098557366193307648	1098550971146428416	1098541105673584641	1098528462078439424	1098523733784969217	1098492994959884288	1098492944842149888	1098482049445515267	1098436307334950913	1098410901475082240	1098395311154827265	1098380205440278528	1098374823191998464	1098357977692717056	1098355289466855424	1098349114759221249	1098343284550889484	1098328301821661210	1098326490041716751	1098325460625182720	1098318932065300481	1098313780994416640	1098313295948365826	1098309556222996482	1098305783467597825	1098303469440696320	1098298519960649728	1098297826231140352	1098289985852198912	1098289954357170178	1098284030301294593	1098282547673550850	1098274840061071360	1098273171315347458	1098271265180303360	1098271152223469571	1098270418719436800	1098269499088879617	1098269345707261952	1098269058854662144	1098262793374052352	1098259997295865857	1098259117850804225	1098254243918737408	1098252529694134272	1098251808923881477	1098251701348376576	1098249032219222022	1098245608387825664	1098241800379265025	1098238151942946817	1098237982379831297	1098231378074914816	1098226091087540226	1098225390542376960	1098224139498860545	1098221729363779585	1098221677698318336	1098219552842883074	1098216740151066624	1098216109109579776	1098216064138260480	1098213027239874560	1098210624172101632	1098210456924241921	1098209848859201536	1098209360877113344	1098206640095051776	1098201656460787713	1098193444500131840	1098190468716920832	1098058826065027073	1098054060727513096	1097961867736158209	1097947791823900672	1097947445890297856	1097947217476882438	1097947104004239360	1097946975012573189	1097946863767040000	1097541634542186496	1097494839002845185	1097482331672195073	1097478508786401280	1097468305609293824	1097349222360403969	1097193650113654784	1097156215216398336	1097152084384927744	1097116199236894720	1096959018470387714	1096850955243536391	1096711613401522176	1096577139028254726	1096552928729542661	1096549288715251713	1096538199558639616	1096495480928915456	1096489565479751681	1096485101930799106	1096479653764702209	1096479170404761600	1096475181734944768	1096474724044099586	1096471264624025601	1096469858219380736	1096465493769244673	1096462483005554691	1096461639723962368	1096454937054191616	1096446974549807104	1096442858272444424	1096438944500248577	1096437725731930118	1096436632264294400	1096426550269038593	1096421416675823617	1096417663277035520	1096415271831699457	1096415070802849792	1096414874450776065	1096414679923068928	1096414213222866944	1096411200093483009	1096409742417821696	1096403795804852225	1096401241259700225	1096396994615169024	1096394336533659649	1096392520848809985	1096391705862000640	1096388941702402048	1096388545219055617	1096387434651238400	1096385428826046464	1096383586045968386	1096383123972128769	1096382959752495104	1096381868960899072	1096379901425434624	1096379856592535552	1096378363403476992	1096378029369163776	1096377972540493825	1096377832299773952	1096376885343223808	1096376363404218375	1096375966648143872	1096371755835420675	1096370921382789122	1096366513345519616	1096365562807181313	1096363638292508672	1096363513763778560	1096363432595595264	1096361167935733760	1096360872400830464	1096360038447398912	1096359555741741056	1096358774229606405	1096357954377248768	1096356393790115840	1096353244119478272	1096352290917830657	1096350789013000193	1096347462858665984	1096346859558322181	1096338468404428800	1096334951996362752	1096334053396094976	1096330982448349184	1096329715701465088	1096327810128449536	1096325806849179648	1096313048485318657	1096312039071539201	1096311678009073664	1096295775452188672	1096246212087422976	1096245372136108032	1096237954375315456	1096230708346003456	1096230588451901440	1096220322456633346	1096218515734974464	1096216858347429888	1096215943586480128	1096213783687647232	1096212815344558080	1096209064240078848	1096207562553393156	1096206446042271744	1096204365369622529	1096203349022650369	1096196497409011713	1096196201177903104	1096194628859113473	1096193621483646976	1096192827447537666	1096191026551816192	1096190407837388800	1096188806498267141	1096186779491811329	1096184620150870017	1096184035397771264	1096182555622211585	1096181887977078784	1096180803338289152	1096180688980713472	1096180231713501184	1096179885788327937	1096179836228460544	1096179820353015809	1096178962257137670	1096178681804963846	1096178206099603457	1096178108112269317	1096176906515501056	1096176689024065537	1096176183945891841	1096175832974929920	1096174804661665792	1096174633575944196	1096172981661908993	1096171158129569793	1096170055874813955	1096169151091986432	1096168198020517888	1096167763557658624	1096167377929207813	1096166624661569537	1096166189594755072	1096166014541328385	1096165867824533505	1096165790255144962	1096165352604688385	1096165280470970368	1096164967177433088	1096163729182466048	1096162235372785664	1096161888902225921	1096161661751345154	1096159974982541312	1096159648451706881	1096159281110409217	1096158892885602304	1096158764498075649	1096156940693057537	1096156923429310464	1096156863375257606	1096156822241726465	1096156778339938307	1096156758345682944	1096156614233604096	1096156410340085762	1096156078868451329	1096155688680722432	1096154538707505158	1096153312464904192	1096151981352239105	1096151890281275392	1096151865467768833	1096151825433149442	1096151813823307776	1096151278395289600	1096150957459734529	1096150811871199232	1096150574712737792	1096150284160679937	1096149916215361536	1096149913816186884	1096149802541371392	1096149684941402112	1096148498574127105	1096148335621074944	1096148180289363970	1096147524983947265	1096147436211449856	1096147154970787840	1096146893443350531	1096146469315399681	1096146242621657088	1096145781646680066	1096145616126857218	1096145132582105088	1096144152570535937	1096144107813122048	1096144105007181824	1096143899075248129	1096143609857015808	1096142948234903554	1096142539147657218	1096142337531658240	1096141566857629697	1096141368668364800	1096141280579530752	1096140893344669702	1096140499025645569	1096140123899658240	1096140066043449348	1096139712094441474	1096139687729811456	1096139685196431360	1096139622994886657	1096139618683113474	1096139403401916416	1096139078762930178	1096138888920350720	1096138777221890048	1096138600641638405	1096138508719345666	1096138366477914120	1096137875748544512	1096137598798622720	1096137131687403520	1096136941605658624	1096136871913111552	1096136719332794368	1096136505591033861	1096136147447828480	1096135243164237824	1096134911961059328	1096134865286823936	1096134010676412416	1096134001004302336	1096133765737238528	1096133755603947520	1096133440225853440	1096133424505593856	1096133413826904064	1096132771175714816	1096132615868956676	1096132257193046021	1096132176515661825	1096131748486885376	1096131609940713476	1096131345041031169	1096131142640640000	1096130870262579200	1096130813513617409	1096130605870387200	1096130596835864582	1096130415323164672	1096130015991922689	1096129947985416194	1096129410653147137	1096129332861382656	1096129186140512256	1096128773274198016	1096128646585221123	1096128483472883712	1096128405811195904	1096128218409644032	1096128076730249217	1096127944253235201	1096127871746224129	1096127572453326849	1096127370979954688	1096127325723389953	1096126906737614848	1096126890065252352	1096126825263177730	1096126793529081857	1096126213612077057	1096125838209232898	1096125439129632769	1096125381764096000	1096125372419244037	1096125244165754880	1096124898072760320	1096124516907012097	1096124468278296579	1096124054791249921	1095986180351582208	1095796082515292164	1095708735656333312	1095479578611630080	1095468369313234944	1095336565511864324	1095046337761067009	1094309722629517313	1093610705570414592	1093576263896227840	1093556072495775744	1093538480049844224	1093518741944627200	1093486860582748160	1093314385630646272	1093299692484640769	1093274598819405824	1093253569258668034	1093227092479803393	1093198531576377346	1093191774904958976	1093179156655935488	1093157640140656641	1093142929676345346	1093141959907131392	1093106476162400256	1093101099396014081	1093085819001278464	1093071803537330177	1092944737143844870	1092920504619581441	1092904217835122693	1092903439280062464	1092898860974903296	1092895437978329090	1092889365179559936	1092878682467782656	1092869256482639874	1092861761961820161	1092860647929511936	1092857916489650177	1092850944298176512	1092848603914211328	1092848047195860998	1092847293949194240	1092845572820746248	1092845309145825281	1092843225197486081	1092828299615748096	1092821319819902979	1092820571824537605	1092820509648175104	1092815700073299969	1092814368977440768	1092799738410422272	1092787753975193602	1092786234672508928	1092776922042589185	1092773586178199553	1092768134812131335	1092763371060056064	1092760963927941120	1092758550114430976	1092758237311651840	1092756643547414528	1092755996261433346	1092750340594827264	1092750304217649152	1092748417342816256	1092747173702389761	1092743472388411392	1092739870546632704	1092729499370864640	1092726525999439872	1092614550128549888	1092614547435737088	1092611893028626432	1092609089962733568	1092608786337009664	1092607772062031872	1092600077120651265	1092592087877537793	1092588495238062081	1092584600281534466	1092581313712979968	1092580208773816320	1092577759380062208	1092576008514011136	1092575613800595456	1092572904707874818	1092568640430444546	1092563511220322304	1092562331903672321	1092559515822841857	1092554690523553792	1092549393167892481	1092545839128469504	1092540470788538368	1092528267318435841	1092527655524564992	1092519207374372865	1092517404834492417	1092513717596704775	1092509060711305219	1092507180509601792	1092506986703474693	1092506764711477249	1092506386141974528	1092506197536788480	1092504589809668096	1092500471749771265	1092499970765266944	1092497047780028417	1092496664080908288	1092493807696916482	1092488084116115457	1092487718003630080	1092483985576480768	1092480209205506048	1092478664611106816	1092475942562336773	1092475508187553794	1092471323765456896	1091393294247084034	1089940797577969666	1085647607706185728	1084123624917872640	1082935306029010944	1082606943028563969	1081342617919676421	1081281099265908737	1081203881751863296	1081132480227348480	1080966825914044417	1080964746998890497	1080962569257578496	1080875360781299713	1080812175894155264	1080793681333051392	1080772533069201408	1080493148336472064	1070107785386487810	1058694272139096064	1058413202915188736	1058114980954955776	1058114173715038208	1057984701552570368	1057984381317472256	1057472566087114753	1057423093025648645	1057400548947832833	1056705370108973064	1045319267346984960	1044977725138763777	1044965053361999874	1044959151099654145	1011300332301844486	965598698989391878	964583427013046272	960539986113236992	960493584842620933	960486163965403136	959777541342027777	959431456970985472	958308452882894848	958154188432736257	958151022458916865	955936635081895936	943564128261738496	943131630641836032	942959382203129857	942831477401751552	941717401694957568	940205721265811456	940200755126067200	940187989908557825	939200254670528512	938386365036875777	935481259865837569	935161298035150848	934455442574585861	934451883896442880	934129799978737664	933750511580393473	933624624407031808	933349729693511680	933111492097990656	932951141108912128	928638191833317376	920287213463769090	867464267049684993	857624767721025536	855221315065851907	855084689614417920	854178749155336193	853857480991965184	843482482125099008	843470117954621441	842802640362921984	842076728432439302	842016523925487617	841981886293524481	841669588190416896	839463062482583552	810983761584144384	809747967884296194	807586607368900608	807586080383975427	806552954190917633	806500605124550656	806234401109667840	806228314381840384	806209408560611328	806205904202977281	806205565928165376	806205403830845440	806198440103464962	806155622005800960	806151440376987650	806129960037580800	806106040077008896	805909833782349824	805869537186947072	805867633702739968	805841406925426689	805765300046139392	805732146015064064	805076738376077313	804717127018156032	786879236439236608	773309800214040576	771792432946110465	771722887850029056	771710311720038400	771695115446329347	771692292528758784	771691557409873920	771688122719481856	771679248008355840	771672501453815810	771656811661275136	771518521696096257	771518443317112832	771518440649601024	771518415601213440	771518390049517568	771518359561048064	771518342788022272	771518330968563712	771518323737538560	771518315017572353	771518280477442048	771518266158096384	771515970984611840	771515945546153984	771515931826663424	771515927632355328	771515925296066560	771515540951052288	771512285093322752	771510961782026240	771510537201061888	771504231048241152	771503455924027392	771503052683669505	771502928687489024	771499972235845632	770947783985664000	762965105382481920	741331035720409088	739284092001341440	695328008178155521	855531331
834,https://piaui.folha.uol.com.br/lupa/2019/01/02/verificamos-bolsonaro-libras/,Alguém avisa a Michele Bolsonaro que a lei que regulamenta a profissão de tradutor e intérprete da Língua Brasileira de Sinais Libras é da Maria do Rosário,1081012649469624320	1080571311729061909	1080554455463014400	1080551886061817856	1080515101231366145	1080475612580585472	1080429571286155264
920,https://piaui.folha.uol.com.br/lupa/2018/11/03/verificamos-enem-ao-vivo/,"Ano passado acertei 20 questões [no Enem]. Neste ano, 18. Mesmo assim minha nota pode ser menor",1260296077741363200	1220543096540291072	1218748858093768704	1218684388512346113	1218316134606417924	1218178935177072642	1218161476776747009	1218160854782398464	1192398500270616576	1158385278123483138	1110524455191760898	1086232576291991552	1063124837365878784	1061602387025104896	1058053358957850624	1057861926682791936	969026430184185857	951278268417806338	927335594585415680	915005116830318593	796752646816333824	789998881186672640	788196019561529344	720029430479986689	667198325356109829	657991765035753472	657903359349891072	340178544711839746	336951913906044929	325219516269334528	264407616405512192	263405104735080450	247757995616915457	180067388774031365	179569577515171841	149540753801089025	128981530642096129	128520990153121792	127441936998072320	123838416965214208	119909464840224769	115536115192168448
1010,https://piaui.folha.uol.com.br/lupa/2018/07/11/verificamos-deixar-vacinar/,"Vacinar crianças é obrigatório, e pais que descumprem podem até perder guarda",1159656347824091137	1026183838115016705	1025016599823241218	1024620881572704256	1024224034018545665	1024037154668916737	1022921587018874881	1022831339706437634	1019575792626556928	1019008252028358657	1017805187648454656	1016978067292598272	1016977899805700096	1016963361739821056	1016809278752030720	1016784183212105730	1016757303347904512	1016737880717381637	1016736609813893120	1016735780604170241	1016721376567324672	1016718943254392832	1016691922960814080
1128,https://checamos.afp.com/foto-de-caminhoes-carregando-caixoes-realmente-foi-tirada-na-italia-em-meio-pandemia-do-novo,"Caminhões militares estão carregando corpos em Bergamo, para prosseguir com o processo de cremação.",1240995893349941253	1240995825108606976	1240873012863385600	1240660719122755584	1240656977988063233	1240620102342586368	1240482247439941632	1240474617426436096	1240466387786780679	1240462773278121986	1240461246014599168	1240460100248260610	1240459201656348672	1240459097096544261
1218,https://www.tnh1.com.br/noticia/nid/pesquisadores-da-usp-desenvolvem-ventilador-pulmonar-de-baixo-custo/,Pesquisadores da USP desenvolvem ventilador pulmonar de baixo custo - TNH1,1248372919539023872	1248331119872933888	1247338510564184066	1247149317615423496	1247142053890469898	1247104202381430785	1247097894043299842	1247084811199668225	1247079651190734854	1247066777307058176	1247034325356380160	1247028351992238080	1247026248167174144	1247011191186231297	1247001673727381504	1246996809442082816	1246991761114882050	1246988760715104256	1246960426623041536	1246952244957896705	1246948772799598592	1246947302553468928	1246947270614044680	1246946987741757440	1246940650500751362	1246937881714864130	1246935727469985802	1246933198803808257	1246931343847587840	1246929365612597248	1246927819734728707	1246925377903235078	1246922117129678853	1246919983571091458	1246919506691264522	1246916746721845252	1246914419608690689	1246910247312162817	1246909358551769088	1246908694245376012	1246908664453234688	1246906041637441536	1246906009295044609	1246904556577062917	1246897919694966790	1246891828655333377	1246891470214311936	1246891238005133313	1246889406943952896	1246887189025341442	1246885598687879168	1246880020712349698	1246879162595500037	1246878304558362625	1246873919367327745	1246872800167710722	1246868255282737154	1246866244181143554	1246863596128292865	1246860649797484544	1246855348931252224	1246851274630410241	1246850939211915264	1246850766113046530	1246850525506744323	1246848524672806912	1246847909418749954	1246847405997404164	1246847014685609989	1246845639608188929	1246845462747000835	1246844639614771203	1245571566924001280	1245458769007513600	1245049669769715713
1245,http://g1.globo.com/tecnologia/blog/seguranca-digital/post/certificado-digital-do-banco-inter-e-revogado-apos-chave-vazar-na-web.html,        Certificado digital do Banco Inter é revogado após chave vazar na web | G1 - Tecnologia e Games - Segurança Digital,1069381786491342848	1034826534253719552	1029359357799133185	1027959690557366272	1022841929778782213	1021644697616433152	999729756269506561	997373016748253184	997217015973720064	996783686044577794	996761565650145281	996481092965294081	996463265298477058	996454445293719561	996398296305422337	996375660145840128	996373675480793088	996371550474555392	996321285389959168	996253179351363586	996240526058848256	996211481548029953	996155018817429505	996137906682052609	996137904043839488	996136641398898688	996136634071638016	996136564420837376	996133542038982656	996133531414806528	996133530894647296	996133160395182081	996132106664263680	996130151976046594	996129522503290881	996127316043497472	996126608971968512	996126601946558470	996126525530562560
1246,http://g1.globo.com/tecnologia/blog/tira-duvidas-de-tecnologia/post/windows-formatar-o-pc-e-maneira-mais-eficiente-de-eliminar-virus.html,        Windows: formatar o PC é a maneira mais eficiente de eliminar vírus  | G1 - Tecnologia e Games - Tira-dúvidas de Tecnologia,1086699226703245313	1034826628277387264	1029369192615763968	1027968250947280902	1021644440945999873	1000461606931714054	999729780521025537	997125906672963584	996785669765812225	995877142994046976	995862814966329345	995862774155751431	995854395714793479	995739676442054656	995717766987632640	995708825398272001	995706234102661120	995706232873762817	995706230352953344	995705048637173760	995700700767141888	995699946916466688	995699943854620673	995698188882411521	995697686715088899	995695686707564544
