id,news_url,title,tweet_ids
1,https://aosfatos.org/noticias/governo-bolsonaro-nao-suspendeu-distribuicao-de-insulina-no-sus/,Espaço dedicado para os eleitores do Bolsonaro explicarem a retirada da INSULINA do SUS.,1153056810749874177	1152223909711929344	1151912524146782210	1151880657292988416	1151650554491342850	1151597554427146246	1151569193621434369	1151544471730970625	1151542402341048321	1151538279541596161	1151506421235802112	1151500142891151361	1151499728363954176	1151470332764704768
3,https://aosfatos.org/noticias/nao-e-verdade-que-benedita-da-silva-foi-embaixadora-do-brasil-nos-eua/,Você sabia que Benedita da Silva já foi embaixadora em News York e nem inglês falava! Elá lembrado do escândalo do aluguel da limusine nos USA por Benedita Percebo que a petralhada tem uma síndrome do esquecimento oportuno! Mas nós estamos ajudando a lembrar!,1153060425031983105	1153050789331525632	1153034505302790144	1152991806986084353	1152981733220003842	1152980276072632321	1152976184873037825	1152974607147765762	1152970358955417602	1152956670907179009	1152886498376781824	1152870871977140224	1152770239979053063	1152734736974065664	1152695774561603585
7,https://aosfatos.org/noticias/e-falso-que-bolsonaro-importara-tecnologia-que-remove-cancer-de-mama-sem-cirurgia/,"Câncer no seio não precisa mais fazer cirurgia. Presidente Bolsonaro vai autorizar a importação dessa tecnologia de Israel. Embora chamado de machista, foi o único presidente que se lembrou em primeiro lugar das mulheres Vamos divulgar!",1221222080689115136	1217550966851018754	1217541850795474945	1216005057197400064	1215755285219819520	1215698267255779330	1214923702246289413	1214599873946902535	1213216325511864320	1177346267619500032	1176603782484045825	1176548788753829888	1175061482234626048	1175049734421172225	1174798010741657600	1174472884825276416	1174301769750450178	1174210880873144320	1174140510841315334	1173980044496179200	1173731594470928387	1173352171284439041	1172829037397446656	1172276666326028290	1169989852684804096	1156287374760062977	1150173470141145089	1149487676099194880	1149416414903750662	1148991638557134850	1148234839100813314	1143265377092276225	1141355746736713728	1139181111622492160	1138486383390142464	1137168425686581248	1136789401068101632	1136673250979786752	1136654669739057152	1136647801507655680	1136586600874414081	1136252502599458816	1135907830932955142	1135878686635384832	1135878556981039104	1134505702591012864	1133344617104105472	1122222386206531585	1122219907763011584	1115653021801832449	1115497293472571392	1115226332709912577	1115222946077868032	1114615980163051520	1114543980480532481	1114109981522055169	1113879393393364992	1113858716091211782	1113767633017610243	1113517437809496064	1113477181521506305	1113438488345686016	1113376027470913536	1113256022968197123	1112788450573520896	1112512460723023873	1112488462278631424	1112415150848598019	1112079591248707584	1112015290001428485	1111794292996145152	1111315220830412802	1111203922943737856	1111101633470054401	1110873584606412801	1110686544094990338	1110670999891177473	1110663018508177408	1110554671905685505	1110497455693578240	1110370492731584512	1110322966615810048	1110156487681363968	1109754364493746176	1109585701148884992	1109132222722904065	1108559705108930560	1105285252392599557	1102936131291643904	1102887125064785920	1102708071690690560	1100501030738055171	1100213933917519873	1099805946514194439	1099734827518099456	1099732120006610944	1099731723787558914	1097868006930173958	1092066707101880321	1089180135201357824
14,https://aosfatos.org/noticias/andre-esteves-nao-e-o-dono-da-revista-veja/,"Tá aí o dono da revista VEJA, André Esteves, preso pela operação Lava Jato.",1148680430192926723	1148407931131633665	1148264804341227522	1148180504925151232
15,https://aosfatos.org/noticias/wyllys-nao-postou-tweet-com-criticas-a-greenwald-e-sobre-suposto-acordo-com-jornalista/,Jean Wyllys: Não foi isso o acordo @ggreenwald [...],1154148747879899137	1148339725368999938	1146819518435606528	1140383942748647427
18,https://aosfatos.org/noticias/e-falso-que-revista-de-bagagens-adotada-por-bolsonaro-permitiu-prisao-de-militar-com-cocaina/,"Durante os governos Lula, Dilma e Temer, os aviões que transportavam homens da comitiva presidencial, bem como a tripulação, não tinham a permissão do Itamaraty para serem revistados. O sargento que foi preso na Espanha com 39 kg de cocaína em seu container de mão, já havia participado em de 56 voos de preparação do presidente Lula, 52 da PresidentA Dilma e 2 do Temer. Só foi preso agora porque sem comunicação prévia, o governo Bolsonaro retirou a inviolabilidade de bagagens diplomáticas nas comitivas presidenciais. Isso a imprensa não informa.",1146500740984332290	1146464061414092800	1145749266817855488	1145730103793672194	1145728283914489859	1145715627555983360	1145710036146151424	1145685054288535552	1145465382431596544	1145453192098041857	1145400755496607744	1145020734370177024	1144910628185923584
26,https://aosfatos.org/noticias/e-falso-que-militar-preso-por-transportar-cocaina-em-aviao-da-fab-seja-filiado-ao-psl/,"Sargento Manoel Silva Rodrigues da comitiva do bozo, preso pelo tráfico de drogas na Espanha, é pastor evangélico filiado ao PSL.",1144317844919914496	1144288857158033410	1144276004078333953	1144265845734092801	1144265741451046913	1144263958347620357	1144262763893665792	1144244342401507328	1144233924610203648	1144233778455425024	1144227565470658562	1144216995929493506	1144211025794883590	1144179059095678976	1144169348845711360	1144167689155424256	1144107603917713414	1144082847612973056	1144082273404444672	1144081681240023041	1144080600263024640	1144076520333463552	1144044079170379776
27,https://aosfatos.org/noticias/militar-preso-por-transportar-cocaina-em-aviao-da-fab-nao-e-filiado-ao-pt/,Militar preso da FAB. O militar detido por drogas é filiado ao PT. Pronto! Resolvido o mistério.,1145696891063144448	1144668789725962240	1144594018438930433	1144560300068343808	1144439701279072257	1144308884930252800	1144299015594500096	1144237741678452737	1144228490985783297	1144221254477590528	1144166501789896706	1144072677252042755	1144062552428748800	1144053746244227073
29,https://aosfatos.org/noticias/nao-ha-fontes-que-provem-existencia-de-audio-em-que-moro-xinga-bolsonaro/,"Em áudio, Moro diz: será esse imbecil o presidente Dallagnol responde: infelizmente esta ameba é a nossa única escolha [o Bozo].",1143926674771386369	1143591887208665088	1143334691845615617	1143225470697316352	1143181697837621251	1143096365557399552	1143010281922203648	1142984569278337029	1142976176245415936	1142960996031614976	1142950550096502785	1142949573863849986	1142934035926323200	1142908629965770761	1142883440020328448	1142854080085266434	1142853708017016832
32,https://aosfatos.org/noticias/e-falso-que-acm-morreu-em-acidente-de-helicoptero-apos-criticar-lula/,"ACM morreu em Julho de 2007, em um acidente de helicóptero. Poucas semanas antes fez um pronunciamento na tribuna do Senado, em plena vigência do 2 mandato de Lula, que até hoje não havia sido divulgado. Veja o que ele disse",1239187470912233472	1239000380417212416	1238789909818867713	1238125757324496896	1237779394602680320	1237756411934838785	1237737951217561602	1237731485022633984	1237584344979365890	1237549803644448771	1237549281839439873	1237517974719864834	1237504950021894159	1237500228049285120	1237490643057999873	1237391284156764166	1237366859550330880	1237366666138464258	1237345961225175040	1237188710661328898	1237158955098558464	1237137355024273410	1237136550653239297	1237055772988669952	1237023831480557570	1236852213131227137	1236668356419178497	1236585290703212544	1236585020866867201	1236442738591227904	1236431999872774147	1236411734421843968	1236330206379626497	1236319149468590080	1236241087930527744	1236042233683619840	1236040431546269700	1235900566020251648	1234646083940311040	1202251282762944513	1200493448328957953	1197165207518400512	1193953633190252544	1191153801354469376	1188493143034990593	1187230461615136768	1186344267717009411	1184590205250080768	1183951132961492994	1183535892889329664	1183387326111715331	1182241634081234944	1181602285027303425	1181525470229204993	1180814301101264896	1180604388856872965	1180260365344690182	1179901942484602881	1179900771132989440	1179736350796521472	1179600797144891393	1177373823550861314	1177345435746361347	1176415393050705920	1175778492035846144	1175768957225250816	1175038356742463488	1174898327642492928	1174693853057732609	1173841111628095488	1173800934931140609	1173342335951953920	1173239352408846336	1172492987324129280	1172471429092270080	1172336453902163970	1172321752082309126	1172141467076321287	1171922227882844161	1171461456539209730	1171431241914048515	1171080144242565120	1171071730431008768	1170670270056734720	1170289031663554560	1170103905264517127	1169717901772935168	1169704110574264321	1169617317933846529	1169055843163279362	1161794744982409221	1153349369619501056	1150027554310500352	1143978271752765440	1143873562622812161	1143630043169599488	1142819547759726592	1142571670575702017	1142308632190697472	1141394004841521162	1141135224107143168	1141018947732590592	1140972071817797633	1140809356067397632	1140689303984627712	1140577644200767489	1140301888275079170	1140288746060955649	1140269103267090439	1140037673689714688	1140035701666279424	1139966823481434120	1139951737962401793	1139864554379366400	1139851501772464128	1139576731113852929	1139548170797666304	1139325356266217473	1139269497540481024	1139225934941380609	1139225307821608962	1139213507810009088	1138927844904570880	1138570836506554369	1138515644918509568	1138465361823752193	1138464435327123456	1137830245950730240
