id,news_url,title,tweet_ids
1,https://aosfatos.org/noticias/governo-bolsonaro-nao-suspendeu-distribuicao-de-insulina-no-sus/,Espaço dedicado para os eleitores do Bolsonaro explicarem a retirada da INSULINA do SUS.,1153056810749874177	1152223909711929344	1151912524146782210	1151880657292988416	1151650554491342850	1151597554427146246	1151569193621434369	1151544471730970625	1151542402341048321	1151538279541596161	1151506421235802112	1151500142891151361	1151499728363954176	1151470332764704768
2,https://aosfatos.org/noticias/nao-e-miriam-leitao-quem-segura-fuzil-ao-lado-de-carlos-lamarca-em-foto/,"Vos apresento a funcionária protegida pela Globo, Miriam terrorista comunista Leitão! Vulgo Amélia.",1153007037594447872	1153004081776082944
3,https://aosfatos.org/noticias/nao-e-verdade-que-benedita-da-silva-foi-embaixadora-do-brasil-nos-eua/,Você sabia que Benedita da Silva já foi embaixadora em News York e nem inglês falava! Elá lembrado do escândalo do aluguel da limusine nos USA por Benedita Percebo que a petralhada tem uma síndrome do esquecimento oportuno! Mas nós estamos ajudando a lembrar!,1153060425031983105	1153050789331525632	1153034505302790144	1152991806986084353	1152981733220003842	1152980276072632321	1152976184873037825	1152974607147765762	1152970358955417602	1152956670907179009	1152886498376781824	1152870871977140224	1152770239979053063	1152734736974065664	1152695774561603585
4,https://aosfatos.org/noticias/nao-e-de-mulher-que-empurrou-padre-marcelo-rossi-foto-com-o-filtro-ele-nao/,QUEM  A MULHER QUE EMPURROU O PADRE MARCELO ROSSI,1223940254949879808	1158373548001570816	1153962356726276099	1153001416274907143	1152997933790519297	1152602725919678466	1152071626524991489	1151487562462236672	1151487552651743233	1151350232669720579	1151335999252967424	1151252319176200194	1151247341380362240	1151245521606103044	1151242955195396096	1151225930301476864	1151215628327510016	1151207289996685313	1151186760048750592	1151186088641409024	1151183622705225729	1151162058702053376	1151158579769954304	1151157591491452930	1151156941307011072	1151151457154011137	1151145342412496896	1151140920131293184	1151138495034826753	1151135381078736896	1151134592239144961	1151133898614571008	1151128745400569862	1151122476618924032	1151115709503684614	1151114552593068032	1151112757997199360	1151111352297107456	1151108487482683392	1151106650738176000	1151099463039115264	1151091727060676608	1151089555371696128	1151071020633264128	1151059676332793856	1150999279932231685	1150987527987355648	1150975527634841600	1150962418719305729	1150956283899666433	1150955110044000258	1150945435206504448	1150938020541079555	1150934180790001665	1150925065871155201	1150918497901395969	1150917439733010432	1150911608429973505	1150911362975055879	1150903678880141312	1150896794810929152	1150895133891682304	1150888794100555776	1150885607578775554	1150883990284505088	1150879627809894401	1150872055870558210	1150871866082549761	1150868706911764480	1150863321312178176	1150853697284407297	1150833320890179588	1150827380333789184	1150825598236942337	1150808782194319363	1150799969915461632	1150799729359491072	1150799121479098368	1150799061487935488	1150797267567337473	1150790924177465345	1150790824919277575	1150789277195755521	1150779988280512512	1150779377258512384	1150760956475170816	1150757814236844032	1150751805774675968	1150740885635817476	1150708907570094080	1150583319366705153	1150581116853727232	1150558630367899648	1150537693107032069	1150533188634198024	1150531248965726209	1150528505752510467	1150523029212061699	1150522324883529728	1150517625325281281	1150516127803551745	1150514903100416000
5,https://aosfatos.org/noticias/e-falso-que-reforma-tira-de-pessoas-com-deficiencia-direito-pensao-por-morte/,"As crueldades da Reforma da PrevidênciaPessoas com síndrome de down, autismo, esquizofrenia e transtornos considerados de moderados a médio perdem o direito a pensão após morte de pais ou responsáveis.",
6,https://aosfatos.org/noticias/reforma-da-previdencia-nao-diminuiu-abono-salarial-pispasep-pela-metade/,"Aprovada a redução do PIS de R$ 998,00 para R$ 468,00. Parabéns trabalhador e pobre que votou e pediu para se ferrar. Faz arminha!",
7,https://aosfatos.org/noticias/e-falso-que-bolsonaro-importara-tecnologia-que-remove-cancer-de-mama-sem-cirurgia/,"Câncer no seio não precisa mais fazer cirurgia. Presidente Bolsonaro vai autorizar a importação dessa tecnologia de Israel. Embora chamado de machista, foi o único presidente que se lembrou em primeiro lugar das mulheres Vamos divulgar!",1221222080689115136	1217550966851018754	1217541850795474945	1216005057197400064	1215755285219819520	1215698267255779330	1214923702246289413	1214599873946902535	1213216325511864320	1177346267619500032	1176603782484045825	1176548788753829888	1175061482234626048	1175049734421172225	1175032939022835712	1174798010741657600	1174472884825276416	1174301769750450178	1174210880873144320	1174140510841315334	1173980044496179200	1173731594470928387	1173352171284439041	1172829037397446656	1172276666326028290	1169989852684804096	1156287374760062977	1150173470141145089	1149487676099194880	1149416414903750662	1148991638557134850	1148234839100813314	1143265377092276225	1141355746736713728	1139181111622492160	1138486383390142464	1137168425686581248	1136789401068101632	1136673250979786752	1136654669739057152	1136647801507655680	1136586600874414081	1136252502599458816	1135907830932955142	1135878686635384832	1135878556981039104	1134505702591012864	1133344617104105472	1122222386206531585	1122219907763011584	1115653021801832449	1115497293472571392	1115226332709912577	1115222946077868032	1114615980163051520	1114543980480532481	1114109981522055169	1113879393393364992	1113858716091211782	1113767633017610243	1113517437809496064	1113477181521506305	1113438488345686016	1113376027470913536	1113256022968197123	1112788450573520896	1112512460723023873	1112488462278631424	1112415150848598019	1112079591248707584	1112015290001428485	1111794292996145152	1111315220830412802	1111203922943737856	1111101633470054401	1110873584606412801	1110686544094990338	1110663018508177408	1110554671905685505	1110497455693578240	1110370492731584512	1110322966615810048	1110156487681363968	1109754364493746176	1109132222722904065	1108559705108930560
8,https://aosfatos.org/noticias/zelia-cardoso-nao-foi-embaixadora-do-brasil-nos-eua/,"Vc sabia que a Zélia Cardoso, antes de ser ministra, foi embaixadora do Brasil, nos EUA, sem falar inglês Não, vc não se preocupava com o Brasil antigamente. Só agora, já que ele está sendo colocado nos trilhos!",
9,https://aosfatos.org/noticias/nao-e-verdade-que-governo-bolsonaro-descobriu-petroleo-no-mato-grosso/,Achado petróleo no mato grosso para 80 anos de consumo e pode agora nosso combustível reduzir para 2.70 o litro vamos divulgar valeu Bolsonaro....,1150904400887635968
10,https://aosfatos.org/noticias/e-falso-que-pt-nomeou-aloysio-nunes-embaixador-nos-eua/,"Só para lembrar, o PT nomeou embaixador nos EUA o Aloísio Nunez. Ex motorista do terrorista assassino Marighella.",1150456074383876096	1150133945549414401	1150133575418880000
