id,news_url,title,tweet_ids
312,https://aosfatos.org/noticias/papa-francisco-nao-enviou-terco-lula-vaticano-desmente-boato/,"Papa envia terço a Lula, preso político há 67 dias.",1007432555786915840	1006913941988143104	1006559488009220096	1006558600242847744	1006550662111531008	1006548247651999744	1006455269654745088	1006407394962927616	1006393778716987392	1006371481885052928	1006366913646284800	1006335712386576385	1006326999063957505	1006320893751103489	1006318135404875777	1006305993754435584	1006305669069361152	1006303491864891392	1006302277651615746	1006302029407453184	1006299339696697344	1006294424064798720	1006289218463657984	1006287375423692801	1006286359122804737	1006285878392754176	1006285482400014336	1006283086299062277	1006281070717923329	1006280489055989761	1006278228972130305	1006277956656918531	1006277874314350596	1006276384380129280	1006275977281003520	1006275270804934657	1006273613492826112	1006272726712143879	1006270978714947585	1006270873454735367	1006270311032123393	1006270173056196608	1006269960845512705	1006269348732956674	1006268643427090435	1006267597992677376	1006267274544799758	1006267110081859591	1006265864830808065	1006265373925236736	1006264405074546692	1006264137528369152	1006263771369803776	1006262754825658368	1006262571060613121	1006262400004382727	1006262228385959937	1006261446949384202	1006261126647164928	1006261050503847939	1006260066440400897	1006256408139124736
325,https://apublica.org/2018/10/truco-verdades-e-mentiras-misturam-se-em-corrente-contra-haddad/,Haddad é réu por improbidade em ação que apura prejuízo milionário em construção de ciclovias.,1055946394543030273	1044954708467699713	1044420515107155968
326,https://apublica.org/2018/10/truco-verdades-e-mentiras-misturam-se-em-corrente-contra-haddad/,'Haddad é acusado de enriquecimento ilícito por caixa 2 em esquema com empreiteiras,1055946952565813248
327,https://apublica.org/2018/10/truco-verdades-e-mentiras-misturam-se-em-corrente-contra-haddad/,'addad é acusado de improbidade em ação que investiga desvio de R$ 130 milhões do Theatro Municipal.',
329,https://apublica.org/2018/10/truco-verdades-e-mentiras-misturam-se-em-corrente-contra-haddad/,'Haddad deixou a prefeitura de São Paulo avaliado como um dos piores prefeitos da história.',
333,https://apublica.org/2018/10/truco-o-que-e-falso-ou-verdadeiro-em-corrente-contra-bolsonaro/,Bolsonaro triplicou o salário da esposa quando ela trabalhou no seu gabinete.,
334,https://apublica.org/2018/10/truco-o-que-e-falso-ou-verdadeiro-em-corrente-contra-bolsonaro/,"Bolsonaro contratou uma funcionária fantasma com a verba do seu gabinete. Ela vende açaí em Angra dos Reis, onde ele tem uma mansão.",
335,https://apublica.org/2018/10/truco-o-que-e-falso-ou-verdadeiro-em-corrente-contra-bolsonaro/,Bolsonaro ocultou patrimônio pessoal da Justiça Eleitoral em 2006.,1045827259553189889	1045681771961028609	1045656235775864833	1045636553408696320	1045628872916705280	1045516579218354176	1045513195635519488	1045504080297299968
343,https://apublica.org/2018/10/truco-paises-tao-desiguais-como-o-brasil-tem-violencia-menor/,Há países tão desiguais como o nosso que não têm uma violência tão grande.,
348,https://apublica.org/2018/10/truco-checamos-os-economistas-dos-5-principais-candidatos/,"De 1947 a 2017, o setor público brasileiro tem a menor taxa de investimento do setor público da história, 1,8% do PIB.",
351,https://apublica.org/2018/10/truco-checamos-os-economistas-dos-5-principais-candidatos/,"Países que gastam ... mais ou menos o mesmo [dinheiro público] que o Brasil [por aluno]  como Chile, México e Turquia  têm resultado educacional superior ao nosso no Pisa. Países que gastam menos que o Brasil por aluno, como Colômbia e Indonésia, têm resultados iguais aos nossos.",
355,https://apublica.org/2018/09/truco-haddad-acerta-ao-falar-que-pobres-pagam-mais-impostos/,"Quem paga mais imposto no Brasil, proporcionalmente, é o pobre.",1120843720386121729	1031380863630618624	1027751859757477888	980814665835040770	351685326990872577
356,https://apublica.org/2018/09/truco-ciro-acerta-dado-sobre-alunos-do-ensino-medio-profissionalizante/,'O Ceará é o estado hoje que tem proporcionalmente a maior população de estudantes de ensino médio em tempo integral em escolas profissionalizantes.',
361,https://apublica.org/2018/09/truco-checamos-os-5-principais-candidatos-a-vice-presidente/,O Brasil gasta R$ 3 por pessoa por dia para fazer desde vacina até transplante no SUS.,
362,https://apublica.org/2018/09/truco-checamos-os-5-principais-candidatos-a-vice-presidente/,Os Estados Unidos perderam 60 mil homens na guerra do Vietnã inteira. E a gente perde isso todos os anos.,
363,https://apublica.org/2018/09/truco-checamos-os-5-principais-candidatos-a-vice-presidente/,Em 1986 não havia lei de nepotismo.,1026798870381162496
364,https://apublica.org/2018/09/truco-checamos-os-5-principais-candidatos-a-vice-presidente/,"Nos 10 maiores bancos do país, as mulheres representam apenas 8% dos cargos de altos executivos e 10% dos membros do conselho.",1041007777919983622	1037038136705118209
368,https://apublica.org/2018/09/truco-metade-da-populacao-nao-tem-acesso-a-coleta-de-esgoto/,"Mais de 100 milhões de pessoas utilizam medidas alternativas, como fossas e esgoto a céu aberto, para despejar os dejetos.",
369,https://apublica.org/2018/08/truco-mais-de-20-dos-brasileiros-dependem-do-bolsa-familia/,Mais de 20% de brasileiros dependem do Bolsa Família.,1035489520383401984
